Код	Артикул	Наименование	Полное наименование	Цена дил.	Цена уцен.	Процент	Причина	Остаток	Заказ
58363y	N10	Сменные насадки для ирригатора Oclean N10 Pink	Сменные насадки для ирригатора, Oclean, N10, Совместимость ирригатор Oclean W10, Пластик, 2 шт в упаковке, Розовый	3298.0	1500.0	55%	Повреждена коробка	1.0	
37760y	C03000019	Ультрафиолетовый стерилизатор для щеток Oclean S1 Grey	Ультрафиолетовый стерилизатор для щеток, Oclean, S1, Стерилизует до 3 щеток одновременно, Вмещает до 5 щеток, 0,7W, TYPE-C, 1000мАч, DC 5V 0.6A, 2,5 часов полной зарядки, 20 дней работы от батареи, Серый	8530.0	3990.0	53%	"1 - Вскрыта упаковка, слабо заметные потертости
1 - Новое устройство, вскрыта транспортировочная упаковка.
Витрина"	1.0	
51524y	MT1	Умная зубная электрощетка Soocas Spark	Умная зубная электрощетка, Soocas, Spark (MT1), 600 мАч, IPX8, Время работы аккумулятора до 40 дней, Время заряда аккумулятора 2 ч, 30000 об/мин, 55 дБ	11958.0	4483.0	63%	 Вскрыта у паковка	4.0	
47152y	D3	Умная зубная электрощетка Soocas D3 Розовый	Умная зубная электрощетка, Soocas, D3, 2000 мАч, Bluetooth, IPX8, Время работы до 183 дней, 38400 об/мин, Стерилизация, Розовый	15454.0	6266.0	59%	 С витрины. Не большие потертости, Малый ресурс АКБ стерилизатора для щеток.	2.0	
47208y	C01000363	Зубная электрощетка Oclean Розовый	Зубная электрощетка, Oclean, C01000363, <37 дБ, Защита от избыточного давления, 80 000 об/мин (магнитный двигатель), Щетинки из фторида натрия Dupont, Срок службы батареи до 30 дней, быстрая зарядка 3 часа, Для детей в возрасте от 6 до 12 лет, Водонепроницаемость IPX7, В комплекте магнитная зарядная база и 2 сменные щетки, Детская электрощетка, Розовый	12222.0	5000.0	59%	Вскрыта упаковка, вмятины, загрязнения на коробке. Потертости, царапины на устройстве. Отсутствует 1 сменная насадка и инструкция.	1.0	
58351y	C01000471	Зубная электрощетка Oclean X10 Blue	Зубная электрощетка, Oclean, X10 Blue, C01000471, 80 000 об/мин., 5 режимов чистки зубов, Щетинки Dupont Diamond & W-Shape, До 60 дней работы от аккумулятора, Защита от влаги IPX7, Синий	13715.0	1.0	100%		1.0	
58399y	BB01	Кейс для зубных электрощеток Oclean Travel Case BB01 White Grey	Кейс для зубных электрощеток, Oclean, Travel Case BB01, Совместимо с X Pro/ X Pro Elite/ X Pro Digital/ F1/ Z1/ X, Светло-серый	4242.0	1846.0	56%	Вскрыта упаковка, товар с витрины.	5.0	
58349y	C01000439/C01000546	Зубная электрощетка Oclean X Ultra S Green	Зубная электрощетка, Oclean, X Ultra S Green, C01000439/C01000546, Бесщеточный двигатель – 84 000 об/мин, Низкий уровень шума до 45 Дб., Wi-Fi и Bluetooth, Приложение Oclean Care+ и Apple Health, Нанопокрытие устойчивое к плесени, IPX7, До 40 дней автономной работы, Полная зарядка за 4,5 часа, Чехол с функцией зарядки, Зеленый	35550.0	18210.0	49%	Товар с витрины, вскрыта упаковка 	3.0	
43888y	R3100	Умная зубная электрощетка Oclean X10 Розовый	Умная зубная электрощетка, Oclean, X10, C01000335/R3100, Интеллектуальный дисплей, визуализация результатов чистки зубов, Мощность двигателя при очистке 40 000 об/мин, 60-дневный срок службы батареи, <45 дБ, 5 режимов чистки, USB Type-C, Розовый	12818.0	13250.0	-3%	С витрины. Вскрыта коробка.	4.0	
68559y	TB4602	Электрическая зубная щетка Redmond TB4602 Синий	Электрическая зубная щетка, Redmond, TB4602, Звуковая, 5 режимов работы, Частота движений в минуту 29000-42000, Время работы 6.4ч, 2 насадки, Уровень шума 60 дБ, Рекомендуемый возраст 12+, Влагозащита IPX7, Кейс 3 в 1, Таймер, Автоотключение, Синий	46990.0	16500.0	65%	1 шт - Небольшие потертости. Без следов эксплуатации.Полный комплект. 1 шт -  Потеря товарного вида.Дефект упаковки	2.0	
Электробритвы									
40267y	MSWT501	Сменная головка для электробритвы с 5 лезвиями Mi 5-Blade Electric Shaver Черный	Сменная головка для электробритвы с 5 лезвиями, Xiaomi, 5-Blade (BHR5266GL), Сеточная, IPX7, Магнитное крепление, Черный	8621.0	5000.0	42%	 3 - Потеря товарного вида	2.0	
41853y		Сменная головка для электробритвы Xiaomi Electric Shaver S700	Сменная головка для электробритвы, Xiaomi, S700 (NUN4132GL), роторная, двойные ножи, IPX7	7990.0	0.0		повреждена упаковка	1.0	
Кассетные кондиционеры Inverter									
85079y	TCC-UM36HCTFW	Кондиционер кассетный TCL TCC-UM36HCTFW без соединительной инсталляции Белый	Кондиционер кассетный, TCL, TCC-UM36HCTFW, без соединительной инсталляции, Хладагент R410A. Комплект 3 кор. (состоит из внешнего внутреннего блока и декоративной панели), LED дисплей, Белый	554400.0	499000.0	10%	Повреждена упаковка. Исправен. 	1.0	
